Gene,Drug,test.ROC.AUC,Varimp.Score
FOSB,Trichostatin,0.9,86.4328726901418
KPNA2,Trichostatin,0.9,86.4328726901418
MRPL11,Trichostatin,0.9,86.4328726901418
PEMT,Trichostatin,0.9,86.4328726901418
POLR2F,Trichostatin,0.9,86.4328726901418
PTTG1,Trichostatin,0.9,86.4328726901418
SLC30A5,Trichostatin,0.9,86.4328726901418
AIFM1,Trichostatin,1,84.0627477508349
BASP1,Trichostatin,1,84.0627477508349
COX5B,Trichostatin,1,84.0627477508349
HSPA9,Trichostatin,1,84.0627477508349
LAP3,Trichostatin,1,84.0627477508349
LSM1,Trichostatin,1,84.0627477508349
NDUFA1,Trichostatin,1,84.0627477508349
OPA1,Trichostatin,1,84.0627477508349
UQCRC2,Trichostatin,1,84.0627477508349
DDX39A,Trichostatin,1,82.7940424902625
FGF2,Trichostatin,1,82.7940424902625
HDAC2,Trichostatin,1,82.7940424902625
LDHA,Trichostatin,1,82.7940424902625
OGDH,Trichostatin,1,82.7940424902625
RHOT2,Trichostatin,1,82.7940424902625
TTC37,Trichostatin,1,82.7940424902625
TTK,Trichostatin,1,98.4907639893799
UFM1,Trichostatin,1,82.7940424902625
ALDH18A1,Trichostatin,0.9,84.0627477508349
C1QBP,Trichostatin,0.9,84.0627477508349
CFI,Trichostatin,0.9,84.0627477508349
CNBP,Trichostatin,0.9,84.0627477508349
HERC6,Trichostatin,0.9,84.0627477508349
IPO4,Trichostatin,0.9,84.0627477508349
PLA2G12A,Trichostatin,0.9,84.0627477508349
PRMT5,Trichostatin,0.9,84.0627477508349
TK1,Trichostatin,0.9,84.0627477508349
XRCC6,Trichostatin,0.9,84.0627477508349
CENPA,Trichostatin,0.9,82.7940424902625
CENPE,Trichostatin,0.9,82.7940424902625
G0S2,Trichostatin,0.9,82.7940424902625
HSPD1,Trichostatin,0.9,82.7940424902625
IFIT1,Trichostatin,0.9,82.7940424902625
MGLL,Trichostatin,0.9,100
PGK1,Trichostatin,0.9,82.7940424902625
PGLYRP1,Trichostatin,0.9,98.4907639893799
PRDX1,Trichostatin,0.9,82.7940424902625
SPRY2,Trichostatin,0.9,82.7940424902625
TGIF1,Trichostatin,0.9,82.7940424902625
TRIM21,Trichostatin,0.9,82.7940424902625
WDR74,Trichostatin,0.9,82.7940424902625
CCNA2,Trichostatin,0.9,100
DDX60,Trichostatin,0.9,84.9318360623059
HSD17B10,Trichostatin,0.9,84.9318360623059
NMT1,Trichostatin,0.9,84.9318360623059
RRM2,Trichostatin,0.9,84.9318360623059
SLC7A5,Trichostatin,0.9,84.9318360623059
SNRPA,Trichostatin,0.9,84.9318360623059
VCAN,Trichostatin,0.9,84.9318360623059
DHX15,Trichostatin,0.9,84.1570114309907
ETS1,Trichostatin,0.9,84.1570114309907
GEM,Trichostatin,0.9,84.1570114309907
INSIG1,Trichostatin,0.9,84.1570114309907
MPC1,Trichostatin,0.9,84.1570114309907
RRM1,Trichostatin,0.9,84.1570114309907
YWHAB,Trichostatin,0.9,84.1570114309907
BMP2,Trichostatin,0.9,84.0627477508349
EIF3B,Trichostatin,0.9,84.0627477508349
NOC4L,Trichostatin,0.9,84.0627477508349
PRPS2,Trichostatin,0.9,84.0627477508349
RPS6KA3,Trichostatin,0.9,84.0627477508349
SLC2A1,Trichostatin,0.9,100
FAS,Trichostatin,0.975,85.3198951014858
JAG1,Trichostatin,0.975,85.3198951014858
SLC6A8,Trichostatin,0.975,85.3198951014858
DIAPH3,Trichostatin,0.9,89.3822074633053
EPCAM,Trichostatin,0.925,93.789762648567
MTHFD2,Trichostatin,0.925,100
CCNB2,Trichostatin,1,100
VAMP5,Trichostatin,1,100
TRIB1,Trichostatin,1,89.3822074633053
CCT7,Trichostatin,0.8,84.0627477508349
CDKN3,Trichostatin,0.8,100
CRIP2,Trichostatin,0.8,84.0627477508349
CSE1L,Trichostatin,0.8,84.0627477508349
GP1BA,Trichostatin,0.8,100
HNRNPC,Trichostatin,0.8,84.0627477508349
IMPDH2,Trichostatin,0.8,84.0627477508349
KPNB1,Trichostatin,0.8,84.0627477508349
NOP56,Trichostatin,0.8,84.0627477508349
PDHX,Trichostatin,0.8,84.0627477508349
PNPT1,Trichostatin,0.8,84.0627477508349
PSMA7,Trichostatin,0.8,84.0627477508349
RNASEH2A,Trichostatin,0.8,84.0627477508349
RPS2,Trichostatin,0.8,100
SAP30,Trichostatin,0.8,84.0627477508349
SERP1,Trichostatin,0.8,84.0627477508349
SIGMAR1,Trichostatin,0.8,84.0627477508349
TPI1,Trichostatin,0.8,84.0627477508349
UBE2D3,Trichostatin,0.8,84.0627477508349
KIF2C,Trichostatin,0.9,92.6599475507429
LSM4,Trichostatin,0.9,85.3198951014858
MKNK1,Trichostatin,0.9,85.3198951014858
NAT1,Trichostatin,0.9,85.3198951014858
SPC24,Trichostatin,0.9,91.372268969648
CHRNA5,Trichostatin,0.85,82.7940424902625
DHCR7,Trichostatin,0.85,91.3970212451313
DNAJA1,Trichostatin,0.85,82.7940424902625
HTRA1,Trichostatin,0.85,82.7940424902625
PRMT3,Trichostatin,0.85,82.7940424902625
RAF1,Trichostatin,0.85,82.7940424902625
RDH11,Trichostatin,0.85,82.7940424902625
SCD,Trichostatin,0.85,82.7940424902625
SDAD1,Trichostatin,0.85,98.4907639893799
TBRG4,Trichostatin,0.85,89.8877852345112
VTN,Trichostatin,0.85,82.7940424902625
NDUFC2,Trichostatin,0.85,100
PSMC3IP,Trichostatin,0.95,100
CDK1,Trichostatin,0.95,100
CSTF2,Trichostatin,0.95,82.7940424902625
FXYD1,Trichostatin,0.95,82.7940424902625
KIF15,Trichostatin,0.95,82.7940424902625
PPA1,Trichostatin,0.95,82.7940424902625
PRKCD,Trichostatin,0.95,100
BLVRB,Trichostatin,0.9,82.7940424902625
CFL1,Trichostatin,0.9,82.7940424902625
FAM120A,Trichostatin,0.9,82.7940424902625
HUS1,Trichostatin,0.9,89.8877852345112
ICAM1,Trichostatin,0.9,82.7940424902625
SLC19A1,Trichostatin,0.9,82.7940424902625
SMARCC1,Trichostatin,0.9,82.7940424902625
STC1,Trichostatin,0.9,82.7940424902625
ADD3,Trichostatin,0.9,82.7940424902625
CCT6A,Trichostatin,0.9,82.7940424902625
ECH1,Trichostatin,0.9,82.7940424902625
PTEN,Trichostatin,0.9,82.7940424902625
STIP1,Trichostatin,0.9,82.7940424902625
WWTR1,Trichostatin,0.9,82.7940424902625
CDC7,Trichostatin,0.9,82.7940424902625
CKMT2,Trichostatin,0.9,98.4907639893799
FBXO5,Trichostatin,0.9,82.7940424902625
KIF4A,Trichostatin,0.9,82.7940424902625
LCAT,Trichostatin,0.9,82.7940424902625
SDHB,Trichostatin,0.9,82.7940424902625
BIRC5,Trichostatin,0.8,85.3198951014858
EXOSC2,Trichostatin,0.8,97.4246428378102
HDGF,Trichostatin,0.8,85.3198951014858
HPRT1,Trichostatin,0.8,85.3198951014858
NDUFB2,Trichostatin,0.8,85.3198951014858
PGM1,Trichostatin,0.8,85.3198951014858
PPIF,Trichostatin,0.8,85.3198951014858
SOCS3,Trichostatin,0.8,85.3198951014858
SUPV3L1,Trichostatin,0.8,85.3198951014858
ATP2B4,Trichostatin,0.85,94.253436393715
NDUFB4,Trichostatin,0.85,92.9436133855343
UBE2C,Trichostatin,0.85,94.253436393715
EGFR,Trichostatin,1,91.8520443756274
POLE4,Trichostatin,1,91.8520443756274
GLUD1,Trichostatin,0.85,84.0627477508349
P4HA1,Trichostatin,0.85,100
PRDX3,Trichostatin,0.85,84.0627477508349
SMC6,Trichostatin,0.85,84.0627477508349
TRA2B,Trichostatin,0.85,84.0627477508349
AP2M1,Trichostatin,0.8,89.9466044962978
MAP3K6,Trichostatin,1,82.7940424902625
SDHD,Trichostatin,1,82.7940424902625
ASF1A,Trichostatin,1,86.2535535904251
CAB39L,Trichostatin,1,86.2535535904251
CIT,Trichostatin,0.9,86.4328726901418
LBR,Trichostatin,0.9,86.4328726901418
MELK,Trichostatin,0.9,86.4328726901418
PDLIM7,Trichostatin,0.9,86.4328726901418
PSMB5,Trichostatin,0.9,86.4328726901418
RAD1,Trichostatin,0.9,86.4328726901418
PRKAR2A,Trichostatin,0.8,88.5588877884443
RBL1,Trichostatin,0.8,100
CPE,Trichostatin,0.95,85.3198951014858
IFIT3,Trichostatin,0.95,100
PMM1,Trichostatin,0.95,85.3198951014858
COX7B,Trichostatin,0.9,82.7940424902625
DR1,Trichostatin,0.9,98.4907639893799
SAMD9,Trichostatin,0.9,82.7940424902625
HMOX1,Trichostatin,0.9,93.2814548614174
MGAT1,Trichostatin,0.9,93.2814548614174
MYO1C,Trichostatin,0.9,93.2814548614174
PPARG,Trichostatin,0.9,93.2814548614174
BTG3,Trichostatin,0.85,100
CASP4,Trichostatin,0.85,85.3198951014858
CDH13,Trichostatin,0.85,85.3198951014858
COL5A1,Trichostatin,0.85,100
FYN,Trichostatin,0.85,85.3198951014858
LPIN2,Trichostatin,0.85,85.3198951014858
NOP16,Trichostatin,0.85,85.3198951014858
CADM1,Trichostatin,0.85,82.7940424902625
FKBP2,Trichostatin,0.85,82.7940424902625
IFI35,Trichostatin,0.85,82.7940424902625
IFIT2,Trichostatin,0.85,82.7940424902625
NDUFAF4,Trichostatin,0.85,82.7940424902625
PLK4,Trichostatin,0.85,82.7940424902625
RIPK1,Trichostatin,0.85,100
SDHC,Trichostatin,0.85,82.7940424902625
KIF11,Trichostatin,0.8,89.3822074633053
CDCA3,Trichostatin,0.9,85.1283966504887
DMPK,Trichostatin,0.9,100
IGFBP2,Trichostatin,0.9,85.1283966504887
PABPC4,Trichostatin,0.9,85.1283966504887
POLG2,Trichostatin,0.9,85.1283966504887
DDIT4,Trichostatin,0.85,83.9337415344357
FOS,Trichostatin,0.85,83.9337415344357
IL18BP,Trichostatin,0.85,83.9337415344357
IL4R,Trichostatin,0.85,83.9337415344357
JUNB,Trichostatin,0.85,83.9337415344357
MYC,Trichostatin,0.85,83.9337415344357
NDUFB6,Trichostatin,0.85,83.9337415344357
NDUFB8,Trichostatin,0.85,83.9337415344357
ORC5,Trichostatin,0.85,83.9337415344357
RAP1GAP,Trichostatin,0.85,83.9337415344357
ERH,Trichostatin,0.8,91.0859900170025
MPHOSPH10,Trichostatin,0.8,100
NQO2,Trichostatin,0.8,92.274184932255
GMPS,Trichostatin,0.8,84.9318360623059
HMGN2,Trichostatin,0.8,84.9318360623059
LYAR,Trichostatin,0.8,84.9318360623059
MTA1,Trichostatin,0.8,84.9318360623059
OAS2,Trichostatin,0.8,84.9318360623059
SMC4,Trichostatin,0.8,84.9318360623059
VBP1,Trichostatin,0.8,84.9318360623059
COL7A1,Trichostatin,0.95,98.4907639893799
EFEMP1,Trichostatin,0.95,82.7940424902625
EXOSC7,Trichostatin,0.95,82.7940424902625
GPRC5B,Trichostatin,0.95,82.7940424902625
ITGB5,Trichostatin,0.95,82.7940424902625
KHSRP,Trichostatin,0.95,82.7940424902625
LOX,Trichostatin,0.95,82.7940424902625
LTA4H,Trichostatin,0.95,82.7940424902625
MYBL2,Trichostatin,0.95,82.7940424902625
NNMT,Trichostatin,0.95,82.7940424902625
TNC,Trichostatin,0.95,82.7940424902625
ABCC1,Trichostatin,0.85,82.7940424902625
ATP6V0D1,Trichostatin,0.85,82.7940424902625
ATRX,Trichostatin,0.85,82.7940424902625
CBR1,Trichostatin,0.85,82.7940424902625
COX8A,Trichostatin,0.85,82.7940424902625
GTF2H1,Trichostatin,0.85,82.7940424902625
PPAN,Trichostatin,0.85,82.7940424902625
SNRPG,Trichostatin,0.85,91.3970212451313
TRIP13,Trichostatin,0.85,100
CREG1,Trichostatin,0.95,85.1283966504887
TNNT1,Trichostatin,0.95,85.1283966504887
ID2,Trichostatin,0.85,91.8520443756274
CDK2,Trichostatin,0.8,82.7940424902625
MAD2L1,Trichostatin,0.8,82.7940424902625
NCAPD2,Trichostatin,0.8,82.7940424902625
PA2G4,Trichostatin,0.8,82.7940424902625
PRKDC,Trichostatin,0.8,82.7940424902625
DEPDC1,Trichostatin,0.8,82.7940424902625
FGFR1,Trichostatin,0.8,82.7940424902625
PSME3,Trichostatin,0.8,82.7940424902625
SMURF2,Trichostatin,0.8,82.7940424902625
TAGLN,Trichostatin,0.8,82.7940424902625
YKT6,Trichostatin,0.8,82.7940424902625
ANPEP,Trichostatin,0.95,82.7940424902625
PTX3,Trichostatin,0.95,82.7940424902625
UNG,Trichostatin,0.95,100
IGFBP1,Trichostatin,1,92.108223908575
CDKN2B,Trichostatin,0.9,90.5576044814888
COX7A1,Trichostatin,0.9,83.9337415344357
NOTCH2,Trichostatin,0.9,83.9337415344357
RHOB,Trichostatin,0.9,83.9337415344357
GSR,Trichostatin,0.85,100
LAMC2,Trichostatin,0.85,100
LCP1,Trichostatin,0.8,84.1570114309907
STAG1,Trichostatin,0.8,100
BCAR3,Trichostatin,0.9,86.4328726901418
COX7A2,Trichostatin,0.9,86.4328726901418
MTRF1,Trichostatin,0.9,86.4328726901418
THBS2,Trichostatin,0.9,86.4328726901418
SESN1,Vandetanib,0.9,100
SLC1A4,Vandetanib,0.9,85.0491970457933
CAV1,Vandetanib,0.85,88.0332190011819
CD9,Vandetanib,0.85,89.3822074633053
COL5A2,Vandetanib,0.85,100
GADD45B,Vandetanib,0.85,88.0332190011819
INHBB,Vandetanib,0.85,86.6842305390585
MXD1,Vandetanib,0.85,88.0332190011819
RRAD,Vandetanib,0.85,98.153525412155
TGFA,Vandetanib,0.85,89.3822074633053
TNFAIP2,Vandetanib,0.85,89.3822074633053
DUSP1,Vandetanib,0.95,100
NMU,Vandetanib,0.95,82.183889652239
SLC7A5,Vandetanib,0.95,92.3465018446331
BHLHE40,Vandetanib,0.9,82.7450870991702
CDH13,Vandetanib,0.9,82.7450870991702
COX6C,Vandetanib,0.9,91.1314893509981
IL15RA,Vandetanib,0.9,99.1352333522779
JAK2,Vandetanib,0.9,99.1352333522779
JUNB,Vandetanib,0.9,81.6795963356859
KRT17,Vandetanib,0.9,81.6795963356859
LAMA2,Vandetanib,0.9,90.6358778192892
BCL2,Vandetanib,0.95,88.4233836863631
CACNA2D2,Vandetanib,0.95,100
ERCC5,Vandetanib,0.95,89.6077449580258
FARP1,Vandetanib,0.95,98.9297685513303
IL17RB,Vandetanib,0.95,88.4233836863631
IL1B,Vandetanib,0.95,88.4233836863631
MMP14,Vandetanib,0.95,88.4233836863631
NOTCH1,Vandetanib,0.95,87.2390224147005
PTGER4,Vandetanib,0.95,98.9297685513303
SEMA4D,Vandetanib,0.95,93.7336410303432
TP53,Vandetanib,0.95,88.4233836863631
TPD52L1,Vandetanib,0.95,88.4233836863631
WRAP73,Vandetanib,0.95,89.6077449580258
HSPB8,Vandetanib,0.8,88.0332190011819
PHLDA3,Vandetanib,0.8,88.0332190011819
RAB40C,Vandetanib,0.8,89.3822074633053
TBC1D30,Vandetanib,0.8,100
CDKN2B,Vandetanib,1,85.0047617723597
FUT4,Vandetanib,0.95,100
HR,Vandetanib,0.95,83.4668808466258
MAPKAPK3,Vandetanib,0.95,83.4668808466258
ST6GALNAC2,Vandetanib,0.95,83.4668808466258
BTG2,Vandetanib,0.95,100
FAS,Vandetanib,0.95,98.9434872749786
FOXC1,Vandetanib,0.95,90.7974704335982
IMPA2,Vandetanib,0.95,100
JAG1,Vandetanib,0.95,99.4561577614517
SLIT2,Vandetanib,0.95,90.7974704335982
DHRS3,Vandetanib,0.9,84.1328884811734
ENDOD1,Vandetanib,0.9,90.7974704335982
PLOD3,Vandetanib,0.9,89.6282908546488
TGFBR3,Vandetanib,0.9,100
IER2,Vandetanib,0.95,88.7467370724022
PIDD1,Vandetanib,0.95,100
SLC3A2,Vandetanib,0.95,90.0152922379116
SPHK1,Vandetanib,0.95,93.1659349135691
CADM1,Vandetanib,0.85,85.5420977538725
SDC1,Vandetanib,0.85,87.368924709159
RRP8,Vandetanib,1,83.4668808466258
SYT12,Vandetanib,1,89.6282908546488
ELF3,Vandetanib,0.8,100
GADD45A,Vandetanib,0.8,90.4547814809718
IER5,Vandetanib,0.8,99.4994949304813
SAT1,Vandetanib,0.8,100
TPM2,Vandetanib,0.8,91.5307926197974
TRIM29,Vandetanib,0.8,91.5307926197974
ALDH3A2,Vandetanib,0.8,89.6282908546488
CDKN2A,Vandetanib,0.8,100
FBLN1,Vandetanib,0.9,89.6077449580258
KLF4,Vandetanib,0.9,89.6077449580258
TFPI2,Vandetanib,0.8,81.1581888966011
FDXR,Vandetanib,0.95,100
NXT1,Vandetanib,0.95,100
EREG,Vandetanib,0.85,85.6363324807697
IRS2,Vandetanib,0.85,91.426503730731
PER1,Vandetanib,0.85,82.3920956996558
RALGDS,Vandetanib,0.85,91.9264385318604
SERTAD3,Vandetanib,0.85,100
VEGFC,Vandetanib,0.85,87.1074818026471
CCR7,Vandetanib,0.9,99.1239602766542
IL4R,Vandetanib,0.9,81.1581888966011
BMP2,Vandetanib,0.85,98.3717528067674
MYC,Vandetanib,0.9,82.3920956996558
SYBU,Vandetanib,0.9,91.9264385318604
NRIP1,Vandetanib,1,85.3198951014858
GEM,Vandetanib,0.85,100
RAB31,Vandetanib,0.85,84.2013779663206
ATP2B4,Vandetanib,0.8,100
NADSYN1,Vandetanib,0.8,85.3198951014858
SERPINE1,Vandetanib,0.8,85.3198951014858
UPP1,Vandetanib,0.8,85.3198951014858
CCL20,Vandetanib,0.9,83.4668808466258
ICAM1,Vandetanib,0.9,99.3435997551297
RPL18,Vandetanib,0.95,84.6725746762136
TGM2,Vandetanib,0.95,84.6725746762136
ITGA5,Vandetanib,0.85,87.5019926946022
ITGAV,Vandetanib,0.85,93.4582905358617
NINJ1,Vandetanib,0.85,82.3053252031894
HRAS,Vandetanib,1,80.3593209314697
SLC29A1,Vandetanib,1,89.90527668995
ZBTB10,Vandetanib,1,100
CXCL2,Vandetanib,1,100
PHLDA2,Vandetanib,1,91.7107577490954
RPL36,Vandetanib,1,91.7107577490954
CD81,Vandetanib,0.95,92.0943051324929
PTX3,Vandetanib,0.95,100
CALB2,Vandetanib,0.9,100
DCLRE1B,Vincristine,0.9,82.6758082629248
DHX15,Vincristine,0.9,82.6758082629248
FOXN3,Vincristine,0.9,95.6531996331003
G3BP1,Vincristine,0.9,82.6758082629248
MCM5,Vincristine,0.9,95.6531996331003
MTHFR,Vincristine,0.9,100
PAPSS2,Vincristine,0.9,82.6758082629248
PCBP1,Vincristine,0.9,96.9009727034756
TIMP1,Vincristine,0.9,82.6758082629248
U2AF1,Vincristine,0.9,82.6758082629248
AKR1C3,Vincristine,0.85,86.1048869714324
BRCA2,Vincristine,0.85,86.1048869714324
CAPG,Vincristine,0.85,86.1048869714324
CD82,Vincristine,0.85,86.1048869714324
DAB2,Vincristine,0.85,86.1048869714324
DEF6,Vincristine,0.85,91.833621171266
DSCC1,Vincristine,0.85,86.1048869714324
HMGA1,Vincristine,0.85,86.1048869714324
HMMR,Vincristine,0.85,86.1048869714324
IFI30,Vincristine,0.85,86.1048869714324
IL15,Vincristine,0.85,86.1048869714324
KRT17,Vincristine,0.85,86.1048869714324
MYH9,Vincristine,0.85,86.1048869714324
RHBDF2,Vincristine,0.85,86.1048869714324
SPP1,Vincristine,0.85,86.1048869714324
STAG1,Vincristine,0.85,86.1048869714324
STIL,Vincristine,0.85,98.7811776855497
UBE2D1,Vincristine,0.85,100
DLGAP5,Vincristine,0.85,86.9730226388138
EDN1,Vincristine,0.85,98.7956860212577
F10,Vincristine,0.85,100
GCNT1,Vincristine,0.85,86.9730226388138
HPRT1,Vincristine,0.85,86.9730226388138
IGFBP2,Vincristine,0.85,88.3057650443162
PWP1,Vincristine,0.85,86.9730226388138
RBL1,Vincristine,0.85,88.3057650443162
ADAM9,Vincristine,0.85,82.7940424902625
AKR1C2,Vincristine,0.85,82.7940424902625
CD44,Vincristine,0.85,82.7940424902625
CNN2,Vincristine,0.85,98.4907639893799
CUL4A,Vincristine,0.85,82.7940424902625
GAMT,Vincristine,0.85,82.7940424902625
GNAI2,Vincristine,0.85,82.7940424902625
IDUA,Vincristine,0.85,82.7940424902625
IFNAR2,Vincristine,0.85,98.4907639893799
ILF3,Vincristine,0.85,82.7940424902625
MKNK2,Vincristine,0.85,82.7940424902625
PABPC1,Vincristine,0.85,82.7940424902625
RPL36,Vincristine,0.85,100
RPL39,Vincristine,0.85,82.7940424902625
BTG2,Vincristine,1,80.4496973448791
CSTF2,Vincristine,1,100
EXOSC8,Vincristine,1,86.2440422529841
RCE1,Vincristine,1,87.4768236363174
CCNA2,Vincristine,0.95,84.0627477508349
CCNE1,Vincristine,0.95,84.0627477508349
CSK,Vincristine,0.95,84.0627477508349
DKC1,Vincristine,0.95,84.0627477508349
DPP4,Vincristine,0.95,84.0627477508349
ECH1,Vincristine,0.95,84.0627477508349
ELF4,Vincristine,0.95,84.0627477508349
GAD1,Vincristine,0.95,84.0627477508349
HMGB3,Vincristine,0.95,91.2651923831189
HRAS,Vincristine,0.95,84.0627477508349
INHBA,Vincristine,0.95,84.0627477508349
LAS1L,Vincristine,0.95,84.0627477508349
LDLRAP1,Vincristine,0.95,84.0627477508349
MT2A,Vincristine,0.95,84.0627477508349
PGK1,Vincristine,0.95,84.0627477508349
PRPS1,Vincristine,0.95,100
PRPS2,Vincristine,0.95,84.0627477508349
PTTG1,Vincristine,0.95,98.4676370154029
RBBP7,Vincristine,0.95,84.0627477508349
RUVBL2,Vincristine,0.95,100
SERPINE2,Vincristine,0.95,84.0627477508349
SQLE,Vincristine,0.95,100
WRAP73,Vincristine,0.95,84.0627477508349
ABCC3,Vincristine,0.85,82.7940424902625
CPM,Vincristine,0.85,82.7940424902625
HMGB2,Vincristine,0.85,100
LAMA3,Vincristine,0.85,82.7940424902625
MATN2,Vincristine,0.85,82.7940424902625
NNMT,Vincristine,0.85,82.7940424902625
NUDT15,Vincristine,0.85,91.3970212451313
PDE6B,Vincristine,0.85,82.7940424902625
POLD3,Vincristine,0.85,82.7940424902625
PRPF4B,Vincristine,0.85,82.7940424902625
PSMC3IP,Vincristine,0.85,98.4907639893799
RAC2,Vincristine,0.85,82.7940424902625
RAD50,Vincristine,0.85,100
SF3B3,Vincristine,0.85,98.4907639893799
UPP1,Vincristine,0.85,82.7940424902625
WEE1,Vincristine,0.85,89.8877852345112
LYAR,Vincristine,0.85,93.5711264861375
RFC4,Vincristine,0.85,100
TFPI2,Vincristine,0.85,86.831717909169
CDCA8,Vincristine,1,88.5588877884443
CENPM,Vincristine,1,98.397839933088
CTSO,Vincristine,1,100
IMPDH2,Vincristine,0.95,88.3057650443162
TNC,Vincristine,0.95,100
APBB1,Vincristine,0.85,89.5055923838693
ICAM1,Vincristine,0.85,100
AURKA,Vincristine,1,82.7940424902625
C1S,Vincristine,1,82.7940424902625
CDKN2A,Vincristine,1,82.7940424902625
HNRNPR,Vincristine,1,82.7940424902625
KIF4A,Vincristine,1,82.7940424902625
NDUFAF4,Vincristine,1,82.7940424902625
PGD,Vincristine,1,82.7940424902625
PRIM2,Vincristine,1,82.7940424902625
RRP9,Vincristine,1,100
CDK5R1,Vincristine,0.95,85.1283966504887
CDKN2B,Vincristine,0.95,85.1283966504887
CTSL,Vincristine,0.95,85.1283966504887
DNMT1,Vincristine,0.95,85.1283966504887
FARSA,Vincristine,0.95,85.1283966504887
MCM7,Vincristine,0.95,85.1283966504887
PML,Vincristine,0.95,85.1283966504887
PSMA7,Vincristine,0.95,85.1283966504887
PSMB2,Vincristine,0.95,85.1283966504887
RAP1GAP,Vincristine,0.95,85.1283966504887
RPL14,Vincristine,0.95,85.1283966504887
SLIT2,Vincristine,0.95,85.1283966504887
SNRPB,Vincristine,0.95,85.1283966504887
SPARC,Vincristine,0.95,100
TNPO2,Vincristine,0.95,85.1283966504887
UBE2E1,Vincristine,0.95,85.1283966504887
YWHAH,Vincristine,0.95,85.1283966504887
ABCC2,Vincristine,0.925,98.695523960347
CXCL8,Vincristine,0.925,85.1283966504887
IGFBP4,Vincristine,0.925,85.1283966504887
LY75,Vincristine,0.925,85.1283966504887
MCM4,Vincristine,0.925,85.1283966504887
CDH4,Vincristine,1,84.0627477508349
CSF1,Vincristine,1,84.0627477508349
DOCK4,Vincristine,1,98.4676370154029
IL16,Vincristine,1,84.0627477508349
PRSS3,Vincristine,1,84.0627477508349
RABIF,Vincristine,1,92.797555367716
AURKB,Vincristine,0.85,85.1283966504887
CBR1,Vincristine,0.85,85.1283966504887
CTHRC1,Vincristine,0.85,98.695523960347
PPAN,Vincristine,0.85,85.1283966504887
PRC1,Vincristine,0.85,85.1283966504887
COX5A,Vincristine,1,89.6077449580258
CXCL1,Vincristine,1,88.4233836863631
RRP8,Vincristine,1,88.4233836863631
BAIAP2,Vincristine,0.9,84.0627477508349
CDKN3,Vincristine,0.9,84.0627477508349
DCK,Vincristine,0.9,84.0627477508349
FSTL3,Vincristine,0.9,84.0627477508349
GNL3,Vincristine,0.9,84.0627477508349
HNRNPA1,Vincristine,0.9,84.0627477508349
HNRNPA2B1,Vincristine,0.9,100
HUS1,Vincristine,0.9,84.0627477508349
LOX,Vincristine,0.9,84.0627477508349
PDS5B,Vincristine,0.9,84.0627477508349
PHB2,Vincristine,0.9,84.0627477508349
RHOB,Vincristine,0.9,84.0627477508349
SNRPA1,Vincristine,0.9,100
SRSF7,Vincristine,0.9,84.0627477508349
TARDBP,Vincristine,0.9,84.0627477508349
XPO1,Vincristine,0.9,84.0627477508349
DMD,Vincristine,0.95,85.1283966504887
IGFBP1,Vincristine,0.95,85.1283966504887
TPX2,Vincristine,0.95,85.1283966504887
HMGN2,Vincristine,1,85.1283966504887
MELK,Vincristine,1,85.1283966504887
PTPN6,Vincristine,1,85.1283966504887
TFDP1,Vincristine,1,85.1283966504887
TRIP13,Vincristine,1,85.1283966504887
CDH13,Vincristine,0.975,85.3198951014858
DYRK2,Vincristine,0.975,85.3198951014858
GPR3,Vincristine,0.975,85.3198951014858
GSR,Vincristine,0.975,85.3198951014858
IL11,Vincristine,0.975,85.3198951014858
PDK4,Vincristine,0.975,85.3198951014858
TK1,Vincristine,0.975,85.3198951014858
AP3S1,Vincristine,0.8,85.3198951014858
ATRX,Vincristine,0.8,85.3198951014858
CCT2,Vincristine,0.8,85.3198951014858
CENPE,Vincristine,0.8,85.3198951014858
CFH,Vincristine,0.8,100
EIF2S1,Vincristine,0.8,98.7123214189051
EIF3D,Vincristine,0.8,85.3198951014858
EIF4H,Vincristine,0.8,85.3198951014858
HSPA8,Vincristine,0.8,85.3198951014858
ITGA5,Vincristine,0.8,100
NDC80,Vincristine,0.8,85.3198951014858
PPRC1,Vincristine,0.8,85.3198951014858
RAD21,Vincristine,0.8,85.3198951014858
RPL22,Vincristine,0.8,85.3198951014858
SERBP1,Vincristine,0.8,85.3198951014858
TOP2A,Vincristine,0.8,85.3198951014858
UBE2C,Vincristine,0.8,85.3198951014858
LIG1,Vincristine,0.85,100
MCM6,Vincristine,0.85,84.9318360623059
NDRG2,Vincristine,0.85,84.9318360623059
PRDX4,Vincristine,0.85,84.9318360623059
SKIL,Vincristine,0.85,84.9318360623059
TGM2,Vincristine,0.85,84.9318360623059
CENPF,Vincristine,0.95,98.590733714271
DTYMK,Vincristine,0.95,83.9337415344357
ENTPD5,Vincristine,0.95,100
HDAC9,Vincristine,0.95,83.9337415344357
INCENP,Vincristine,0.95,83.9337415344357
IRAK1,Vincristine,0.95,100
MCM2,Vincristine,0.95,83.9337415344357
PLAUR,Vincristine,0.95,83.9337415344357
RPA1,Vincristine,0.95,83.9337415344357
UPF1,Vincristine,0.95,83.9337415344357
AKAP10,Vincristine,1,100
CD274,Vincristine,1,85.3198951014858
KYNU,Vincristine,1,85.3198951014858
RNASEH2A,Vincristine,1,85.3198951014858
